Date,Date,OVX
22/02/2022,Tue,50.110001
23/02/2022,Wed,50.509998
24/02/2022,Thu,49.040001
25/02/2022,Fri,49.5
28/02/2022,Mon,52.5
01/03/2022,Tue,61.43
02/03/2022,Wed,61.529999
03/03/2022,Thu,64.370003
04/03/2022,Fri,77.290001
07/03/2022,Mon,78.910004
08/03/2022,Tue,75.82
09/03/2022,Wed,73.25
10/03/2022,Thu,67.339996
11/03/2022,Fri,68.010002
14/03/2022,Mon,65.419998
15/03/2022,Tue,63.619999
16/03/2022,Wed,59.349998
17/03/2022,Thu,67.779999
18/03/2022,Fri,69.089996
21/03/2022,Mon,70.779999
22/03/2022,Tue,69.559998
23/03/2022,Wed,72.589996
24/03/2022,Thu,69.139999
25/03/2022,Fri,68.910004
28/03/2022,Mon,67.040001
29/03/2022,Tue,62.459999
30/03/2022,Wed,61.040001
31/03/2022,Thu,57.66
01/04/2022,Fri,54.360001
04/04/2022,Mon,54.310001
05/04/2022,Tue,53.799999
06/04/2022,Wed,53.150002
07/04/2022,Thu,54.23
08/04/2022,Fri,53.139999
11/04/2022,Mon,54.810001
12/04/2022,Tue,55.25
13/04/2022,Wed,51.200001
14/04/2022,Thu,53.380001
15/04/2022,Fri,.
18/04/2022,Mon,50.939999
19/04/2022,Tue,50.34
20/04/2022,Wed,52.23
21/04/2022,Thu,49.860001
22/04/2022,Fri,51.150002
25/04/2022,Mon,52.860001
26/04/2022,Tue,53.57
27/04/2022,Wed,53.380001
28/04/2022,Thu,51.939999
29/04/2022,Fri,53.099998
02/05/2022,Mon,54.150002
03/05/2022,Tue,54.040001
04/05/2022,Wed,53.150002
05/05/2022,Thu,54.720001
06/05/2022,Fri,54.82
09/05/2022,Mon,57.900002
10/05/2022,Tue,56.060001
11/05/2022,Wed,53.43
12/05/2022,Thu,52.709999
13/05/2022,Fri,51.220001
16/05/2022,Mon,51.889999
17/05/2022,Tue,50.34
18/05/2022,Wed,51.889999
19/05/2022,Thu,51.16
20/05/2022,Fri,50.720001
23/05/2022,Mon,48.630001
24/05/2022,Tue,47.040001
25/05/2022,Wed,46.759998
26/05/2022,Thu,46.029999
27/05/2022,Fri,47.919998
30/05/2022,Mon,.
31/05/2022,Tue,49.82
01/06/2022,Wed,49.139999
02/06/2022,Thu,47.799999
03/06/2022,Fri,46.23
06/06/2022,Mon,47.900002
07/06/2022,Tue,45.880001
08/06/2022,Wed,44.369999
09/06/2022,Thu,43.869999
10/06/2022,Fri,42.919998
13/06/2022,Mon,47.560001
14/06/2022,Tue,46.630001
15/06/2022,Wed,47.040001
16/06/2022,Thu,46.27
17/06/2022,Fri,49.189999
20/06/2022,Mon,.
21/06/2022,Tue,46.560001
22/06/2022,Wed,48.990002
23/06/2022,Thu,48.580002
24/06/2022,Fri,46.990002
27/06/2022,Mon,46.990002
28/06/2022,Tue,46.59
29/06/2022,Wed,48.57
30/06/2022,Thu,48.900002
01/07/2022,Fri,49.400002
04/07/2022,Mon,.
05/07/2022,Tue,52.610001
06/07/2022,Wed,54.669998
07/07/2022,Thu,52.869999
08/07/2022,Fri,52.099998
11/07/2022,Mon,53.099998
12/07/2022,Tue,54.400002
13/07/2022,Wed,51.759998
14/07/2022,Thu,53.029999
15/07/2022,Fri,51.77
18/07/2022,Mon,49.66
19/07/2022,Tue,48.77
20/07/2022,Wed,47.540001
21/07/2022,Thu,51.099998
22/07/2022,Fri,47.84
25/07/2022,Mon,47.959999
26/07/2022,Tue,47.810001
27/07/2022,Wed,48.990002
28/07/2022,Thu,47.169998
29/07/2022,Fri,46.189999
01/08/2022,Mon,49.970001
02/08/2022,Tue,52.77
03/08/2022,Wed,50.119999
04/08/2022,Thu,55.139999
05/08/2022,Fri,48.759998
08/08/2022,Mon,46.400002
09/08/2022,Tue,46.23
10/08/2022,Wed,46.560001
11/08/2022,Thu,45.369999
12/08/2022,Fri,44
15/08/2022,Mon,46.630001
16/08/2022,Tue,50.25
17/08/2022,Wed,51.549999
18/08/2022,Thu,47.41
19/08/2022,Fri,50.34
22/08/2022,Mon,50.639999
23/08/2022,Tue,47.349998
24/08/2022,Wed,48.330002
25/08/2022,Thu,48.779999
26/08/2022,Fri,47.080002
29/08/2022,Mon,47.73
30/08/2022,Tue,49.740002
31/08/2022,Wed,52.110001
01/09/2022,Thu,53.900002
02/09/2022,Fri,53.900002
05/09/2022,Mon,.
06/09/2022,Tue,50
07/09/2022,Wed,53.32
08/09/2022,Thu,51.290001
09/09/2022,Fri,48.84
12/09/2022,Mon,44.150002
13/09/2022,Tue,44.810001
14/09/2022,Wed,45.619999
15/09/2022,Thu,46.630001
16/09/2022,Fri,47.439999
19/09/2022,Mon,46.75
20/09/2022,Tue,48.23
21/09/2022,Wed,48.650002
22/09/2022,Thu,47.099998
23/09/2022,Fri,50.82
26/09/2022,Mon,56.68
27/09/2022,Tue,55.889999
28/09/2022,Wed,55.02
29/09/2022,Thu,54.41
30/09/2022,Fri,55.689999
03/10/2022,Mon,56.240002
04/10/2022,Tue,59.509998
05/10/2022,Wed,54.200001
06/10/2022,Thu,53.389999
07/10/2022,Fri,53.639999
10/10/2022,Mon,51.419998
11/10/2022,Tue,51.919998
12/10/2022,Wed,51.52
13/10/2022,Thu,50.52
14/10/2022,Fri,50.299999
17/10/2022,Mon,50.27
18/10/2022,Tue,49.119999
19/10/2022,Wed,47.779999
20/10/2022,Thu,47.98
21/10/2022,Fri,47.189999
24/10/2022,Mon,47.779999
25/10/2022,Tue,47.299999
26/10/2022,Wed,48.580002
27/10/2022,Thu,49.02
28/10/2022,Fri,47.810001
