Date,Day,T5YIE
10/03/2022,Thu,3.42
11/03/2022,Fri,3.52
14/03/2022,Mon,3.5
15/03/2022,Tue,3.42
16/03/2022,Wed,3.34
17/03/2022,Thu,3.51
18/03/2022,Fri,3.48
21/03/2022,Mon,3.52
22/03/2022,Tue,3.52
23/03/2022,Wed,3.57
24/03/2022,Thu,3.57
25/03/2022,Fri,3.59
28/03/2022,Mon,3.56
29/03/2022,Tue,3.4
30/03/2022,Wed,3.41
31/03/2022,Thu,3.34
01/04/2022,Fri,3.28
04/04/2022,Mon,3.28
05/04/2022,Tue,3.31
06/04/2022,Wed,3.28
07/04/2022,Thu,3.26
08/04/2022,Fri,3.33
11/04/2022,Mon,3.37
12/04/2022,Tue,3.31
13/04/2022,Wed,3.25
14/04/2022,Thu,3.33
15/04/2022,Fri,.
18/04/2022,Mon,3.36
19/04/2022,Tue,3.36
20/04/2022,Wed,3.36
21/04/2022,Thu,3.37
22/04/2022,Fri,3.37
25/04/2022,Mon,3.27
26/04/2022,Tue,3.25
27/04/2022,Wed,3.28
28/04/2022,Thu,3.39
29/04/2022,Fri,3.3
02/05/2022,Mon,3.21
03/05/2022,Tue,3.21
04/05/2022,Wed,3.24
05/05/2022,Thu,3.23
06/05/2022,Fri,3.22
09/05/2022,Mon,3.06
10/05/2022,Tue,2.92
11/05/2022,Wed,3
12/05/2022,Thu,2.89
13/05/2022,Fri,3.03
16/05/2022,Mon,3.04
17/05/2022,Tue,3.08
18/05/2022,Wed,3.05
19/05/2022,Thu,2.97
20/05/2022,Fri,2.88
23/05/2022,Mon,2.92
24/05/2022,Tue,2.87
25/05/2022,Wed,2.88
26/05/2022,Thu,2.96
27/05/2022,Fri,2.95
30/05/2022,Mon,.
31/05/2022,Tue,2.96
01/06/2022,Wed,2.96
02/06/2022,Thu,2.97
03/06/2022,Fri,3.04
06/06/2022,Mon,3.05
07/06/2022,Tue,3.03
08/06/2022,Wed,3.06
09/06/2022,Thu,3.08
10/06/2022,Fri,3.13
13/06/2022,Mon,3.11
14/06/2022,Tue,2.88
15/06/2022,Wed,3
16/06/2022,Thu,2.87
17/06/2022,Fri,2.8
20/06/2022,Mon,.
21/06/2022,Tue,2.84
22/06/2022,Wed,2.74
23/06/2022,Thu,2.69
24/06/2022,Fri,2.82
27/06/2022,Mon,2.79
28/06/2022,Tue,2.73
29/06/2022,Wed,2.59
30/06/2022,Thu,2.58
01/07/2022,Fri,2.6
04/07/2022,Mon,.
05/07/2022,Tue,2.51
06/07/2022,Wed,2.48
07/07/2022,Thu,2.53
08/07/2022,Fri,2.62
11/07/2022,Mon,2.56
12/07/2022,Tue,2.5
13/07/2022,Wed,2.51
14/07/2022,Thu,2.54
15/07/2022,Fri,2.59
18/07/2022,Mon,2.63
19/07/2022,Tue,2.67
20/07/2022,Wed,2.67
21/07/2022,Thu,2.55
22/07/2022,Fri,2.56
25/07/2022,Mon,2.58
26/07/2022,Tue,2.56
27/07/2022,Wed,2.61
28/07/2022,Thu,2.67
29/07/2022,Fri,2.73
01/08/2022,Mon,2.72
02/08/2022,Tue,2.69
03/08/2022,Wed,2.72
04/08/2022,Thu,2.64
05/08/2022,Fri,2.64
08/08/2022,Mon,2.65
09/08/2022,Tue,2.66
10/08/2022,Wed,2.61
11/08/2022,Thu,2.67
12/08/2022,Fri,2.67
15/08/2022,Mon,2.62
16/08/2022,Tue,2.61
17/08/2022,Wed,2.65
18/08/2022,Thu,2.7
19/08/2022,Fri,2.72
22/08/2022,Mon,2.74
23/08/2022,Tue,2.77
24/08/2022,Wed,2.79
25/08/2022,Thu,2.77
26/08/2022,Fri,2.73
29/08/2022,Mon,2.71
30/08/2022,Tue,2.67
31/08/2022,Wed,2.58
01/09/2022,Thu,2.52
02/09/2022,Fri,2.55
05/09/2022,Mon,.
06/09/2022,Tue,2.56
07/09/2022,Wed,2.51
08/09/2022,Thu,2.46
09/09/2022,Fri,2.51
12/09/2022,Mon,2.52
13/09/2022,Tue,2.56
14/09/2022,Wed,2.62
15/09/2022,Thu,2.57
16/09/2022,Fri,2.49
19/09/2022,Mon,2.44
20/09/2022,Tue,2.48
21/09/2022,Wed,2.47
22/09/2022,Thu,2.45
23/09/2022,Fri,2.38
26/09/2022,Mon,2.33
27/09/2022,Tue,2.35
28/09/2022,Wed,2.37
29/09/2022,Thu,2.18
30/09/2022,Fri,2.14
03/10/2022,Mon,2.26
04/10/2022,Tue,2.28
05/10/2022,Wed,2.26
06/10/2022,Thu,2.29
07/10/2022,Fri,2.36
10/10/2022,Mon,.
11/10/2022,Tue,2.36
12/10/2022,Wed,2.32
13/10/2022,Thu,2.38
14/10/2022,Fri,2.44
17/10/2022,Mon,2.48
18/10/2022,Tue,2.42
19/10/2022,Wed,2.46
20/10/2022,Thu,2.65
21/10/2022,Fri,2.69
24/10/2022,Mon,2.72
25/10/2022,Tue,2.62
26/10/2022,Wed,2.56
27/10/2022,Thu,2.57
28/10/2022,Fri,2.62
