Date,Day,USEPUINDXD
17/06/2020,Wed,348.4
18/06/2020,Thu,322.96
19/06/2020,Fri,450.64
20/06/2020,Sat,515.46
21/06/2020,Sun,413.51
22/06/2020,Mon,259.55
23/06/2020,Tue,309.15
24/06/2020,Wed,224.4
25/06/2020,Thu,225.72
26/06/2020,Fri,260.33
27/06/2020,Sat,276.22
28/06/2020,Sun,561.21
29/06/2020,Mon,301.58
30/06/2020,Tue,292.37
01/07/2020,Wed,329.62
02/07/2020,Thu,249.7
03/07/2020,Fri,412.01
04/07/2020,Sat,347.74
05/07/2020,Sun,415.94
06/07/2020,Mon,389.2
07/07/2020,Tue,278.61
08/07/2020,Wed,319.33
09/07/2020,Thu,267.49
10/07/2020,Fri,259.27
11/07/2020,Sat,237.89
12/07/2020,Sun,496.99
13/07/2020,Mon,212.54
14/07/2020,Tue,308.28
15/07/2020,Wed,352.74
16/07/2020,Thu,313.71
17/07/2020,Fri,555.06
18/07/2020,Sat,388.97
19/07/2020,Sun,640
20/07/2020,Mon,430.14
21/07/2020,Tue,423.52
22/07/2020,Wed,297.02
23/07/2020,Thu,282.1
24/07/2020,Fri,290.25
25/07/2020,Sat,279.85
26/07/2020,Sun,465.25
27/07/2020,Mon,521.96
28/07/2020,Tue,315.73
29/07/2020,Wed,370.27
30/07/2020,Thu,307.77
31/07/2020,Fri,384.08
01/08/2020,Sat,304.7
02/08/2020,Sun,405.97
03/08/2020,Mon,271.04
04/08/2020,Tue,391.33
05/08/2020,Wed,253.99
06/08/2020,Thu,285.63
07/08/2020,Fri,276.7
08/08/2020,Sat,353.43
09/08/2020,Sun,398.91
10/08/2020,Mon,388.62
11/08/2020,Tue,359.14
12/08/2020,Wed,202.2
13/08/2020,Thu,282.72
14/08/2020,Fri,345.8
15/08/2020,Sat,324.57
16/08/2020,Sun,531.9
17/08/2020,Mon,350.55
18/08/2020,Tue,341.68
19/08/2020,Wed,216.18
20/08/2020,Thu,250.25
21/08/2020,Fri,286.03
22/08/2020,Sat,217.76
23/08/2020,Sun,380.2
24/08/2020,Mon,186.9
25/08/2020,Tue,213.68
26/08/2020,Wed,154.27
27/08/2020,Thu,180.61
28/08/2020,Fri,296.28
29/08/2020,Sat,339.77
30/08/2020,Sun,296.28
31/08/2020,Mon,169.1
01/09/2020,Tue,204.69
02/09/2020,Wed,237.83
03/09/2020,Thu,243.52
04/09/2020,Fri,224.01
05/09/2020,Sat,258.22
06/09/2020,Sun,484.25
07/09/2020,Mon,491.37
08/09/2020,Tue,208.78
09/09/2020,Wed,209.54
10/09/2020,Thu,218.1
11/09/2020,Fri,237.03
12/09/2020,Sat,218.84
13/09/2020,Sun,318.66
14/09/2020,Mon,270.62
15/09/2020,Tue,245.27
16/09/2020,Wed,244.64
17/09/2020,Thu,248.91
18/09/2020,Fri,244.41
19/09/2020,Sat,187.42
20/09/2020,Sun,437.15
21/09/2020,Mon,177.56
22/09/2020,Tue,126.1
23/09/2020,Wed,161.46
24/09/2020,Thu,246.25
25/09/2020,Fri,252.32
26/09/2020,Sat,134.92
27/09/2020,Sun,317.07
28/09/2020,Mon,189.79
29/09/2020,Tue,185.6
30/09/2020,Wed,207.77
01/10/2020,Thu,259.5
02/10/2020,Fri,390.29
03/10/2020,Sat,340.62
04/10/2020,Sun,332.63
05/10/2020,Mon,273.84
06/10/2020,Tue,334.28
07/10/2020,Wed,426.88
08/10/2020,Thu,294.91
09/10/2020,Fri,306.7
10/10/2020,Sat,396.92
11/10/2020,Sun,492.14
12/10/2020,Mon,289.7
13/10/2020,Tue,220.87
14/10/2020,Wed,341.81
15/10/2020,Thu,141.19
16/10/2020,Fri,200.48
17/10/2020,Sat,161.13
18/10/2020,Sun,285.62
19/10/2020,Mon,249.35
20/10/2020,Tue,234.01
21/10/2020,Wed,158.05
22/10/2020,Thu,167.77
23/10/2020,Fri,138.34
24/10/2020,Sat,129.44
25/10/2020,Sun,369.86
26/10/2020,Mon,294.62
27/10/2020,Tue,187.07
28/10/2020,Wed,234.14
29/10/2020,Thu,298.36
30/10/2020,Fri,277.43
31/10/2020,Sat,186.36
01/11/2020,Sun,271.71
02/11/2020,Mon,418.93
03/11/2020,Tue,335.3
04/11/2020,Wed,370.7
05/11/2020,Thu,303.07
06/11/2020,Fri,390.29
07/11/2020,Sat,452.23
08/11/2020,Sun,416.76
09/11/2020,Mon,254.34
10/11/2020,Tue,192.03
11/11/2020,Wed,252.06
12/11/2020,Thu,184.25
13/11/2020,Fri,123.79
14/11/2020,Sat,225.66
15/11/2020,Sun,218.9
16/11/2020,Mon,254.24
17/11/2020,Tue,196.81
18/11/2020,Wed,154.81
19/11/2020,Thu,224.65
20/11/2020,Fri,230.2
21/11/2020,Sat,196.02
22/11/2020,Sun,359.33
23/11/2020,Mon,415.59
24/11/2020,Tue,262.51
25/11/2020,Wed,276.82
26/11/2020,Thu,157.55
27/11/2020,Fri,238.32
28/11/2020,Sat,149.05
29/11/2020,Sun,258.52
30/11/2020,Mon,156.15
01/12/2020,Tue,248.2
02/12/2020,Wed,156.7
03/12/2020,Thu,189.91
04/12/2020,Fri,215.13
05/12/2020,Sat,141.89
06/12/2020,Sun,363.84
07/12/2020,Mon,269.89
08/12/2020,Tue,259.64
09/12/2020,Wed,144.77
10/12/2020,Thu,256.04
11/12/2020,Fri,122.3
12/12/2020,Sat,141.22
13/12/2020,Sun,379.17
14/12/2020,Mon,186.91
15/12/2020,Tue,139.29
16/12/2020,Wed,136.12
17/12/2020,Thu,195.87
18/12/2020,Fri,146.67
19/12/2020,Sat,154.77
20/12/2020,Sun,196.41
21/12/2020,Mon,246.79
22/12/2020,Tue,147.55
23/12/2020,Wed,291.07
24/12/2020,Thu,256.16
25/12/2020,Fri,174.42
26/12/2020,Sat,699.78
27/12/2020,Sun,358.97
28/12/2020,Mon,217.47
29/12/2020,Tue,286.36
30/12/2020,Wed,368.46
31/12/2020,Thu,307.12
01/01/2021,Fri,429.48
02/01/2021,Sat,190.39
03/01/2021,Sun,324.05
04/01/2021,Mon,233.3
05/01/2021,Tue,208.61
06/01/2021,Wed,139.81
07/01/2021,Thu,124.29
08/01/2021,Fri,104.8
09/01/2021,Sat,115.22
10/01/2021,Sun,283.14
11/01/2021,Mon,308.7
12/01/2021,Tue,229.15
13/01/2021,Wed,223.57
14/01/2021,Thu,157.94
15/01/2021,Fri,149.93
16/01/2021,Sat,228.3
17/01/2021,Sun,209.94
18/01/2021,Mon,159.6
19/01/2021,Tue,170.18
20/01/2021,Wed,309.33
21/01/2021,Thu,280.95
22/01/2021,Fri,192
23/01/2021,Sat,147.81
24/01/2021,Sun,291.37
25/01/2021,Mon,241.85
26/01/2021,Tue,254.93
27/01/2021,Wed,251.13
28/01/2021,Thu,150
29/01/2021,Fri,248.96
30/01/2021,Sat,139.41
31/01/2021,Sun,199.79
01/02/2021,Mon,144.04
02/02/2021,Tue,282.75
03/02/2021,Wed,145.65
04/02/2021,Thu,129.36
05/02/2021,Fri,111.2
06/02/2021,Sat,99.84
07/02/2021,Sun,200.27
08/02/2021,Mon,232.61
09/02/2021,Tue,84.45
10/02/2021,Wed,113.01
11/02/2021,Thu,121.93
12/02/2021,Fri,211.29
13/02/2021,Sat,180
14/02/2021,Sun,153.61
15/02/2021,Mon,152.79
16/02/2021,Tue,150.29
17/02/2021,Wed,84.88
18/02/2021,Thu,148.02
19/02/2021,Fri,106.51
20/02/2021,Sat,107.05
21/02/2021,Sun,135.8
22/02/2021,Mon,132.3
23/02/2021,Tue,145.25
24/02/2021,Wed,186.94
25/02/2021,Thu,124.74
26/02/2021,Fri,223.25
27/02/2021,Sat,220.62
28/02/2021,Sun,194.65
01/03/2021,Mon,257.79
02/03/2021,Tue,122
03/03/2021,Wed,103.44
04/03/2021,Thu,76.48
05/03/2021,Fri,231.03
06/03/2021,Sat,206.96
07/03/2021,Sun,229.1
08/03/2021,Mon,328.48
09/03/2021,Tue,167.78
10/03/2021,Wed,195.33
11/03/2021,Thu,275.24
12/03/2021,Fri,106.71
13/03/2021,Sat,108.34
14/03/2021,Sun,216.17
15/03/2021,Mon,206.85
16/03/2021,Tue,87.46
17/03/2021,Wed,187.89
18/03/2021,Thu,180.02
19/03/2021,Fri,211.66
20/03/2021,Sat,301.26
21/03/2021,Sun,152.98
22/03/2021,Mon,275.36
23/03/2021,Tue,193.53
24/03/2021,Wed,126.24
25/03/2021,Thu,142.05
26/03/2021,Fri,108.99
27/03/2021,Sat,87.78
28/03/2021,Sun,155.99
29/03/2021,Mon,177.66
30/03/2021,Tue,121.16
31/03/2021,Wed,136.03
01/04/2021,Thu,76.09
02/04/2021,Fri,130.61
03/04/2021,Sat,120.78
04/04/2021,Sun,210.38
05/04/2021,Mon,181.6
06/04/2021,Tue,125.46
07/04/2021,Wed,205.44
08/04/2021,Thu,115.07
09/04/2021,Fri,115.04
10/04/2021,Sat,138.65
11/04/2021,Sun,300.55
12/04/2021,Mon,69.6
13/04/2021,Tue,112.82
14/04/2021,Wed,65.13
15/04/2021,Thu,111.93
16/04/2021,Fri,86.85
17/04/2021,Sat,108.04
18/04/2021,Sun,128.86
19/04/2021,Mon,92
20/04/2021,Tue,89.99
21/04/2021,Wed,100.71
22/04/2021,Thu,70.82
23/04/2021,Fri,102.84
24/04/2021,Sat,76.35
25/04/2021,Sun,106.95
26/04/2021,Mon,84.99
27/04/2021,Tue,165.42
28/04/2021,Wed,102.3
29/04/2021,Thu,153.32
30/04/2021,Fri,125.83
01/05/2021,Sat,107.85
02/05/2021,Sun,184.5
03/05/2021,Mon,297.27
04/05/2021,Tue,119.21
05/05/2021,Wed,176.89
06/05/2021,Thu,142.39
07/05/2021,Fri,170.41
08/05/2021,Sat,134.18
09/05/2021,Sun,114.95
10/05/2021,Mon,168.8
11/05/2021,Tue,175.89
12/05/2021,Wed,78.7
13/05/2021,Thu,94.65
14/05/2021,Fri,100.11
15/05/2021,Sat,53.8
16/05/2021,Sun,129.76
17/05/2021,Mon,128.94
18/05/2021,Tue,96.41
19/05/2021,Wed,147.69
20/05/2021,Thu,189.22
21/05/2021,Fri,108.94
22/05/2021,Sat,80.84
23/05/2021,Sun,181.82
24/05/2021,Mon,183.43
25/05/2021,Tue,145.6
26/05/2021,Wed,71.66
27/05/2021,Thu,70.25
28/05/2021,Fri,171.86
29/05/2021,Sat,20.63
30/05/2021,Sun,91.45
31/05/2021,Mon,74.69
01/06/2021,Tue,176.43
02/06/2021,Wed,83.31
03/06/2021,Thu,109.44
04/06/2021,Fri,68
05/06/2021,Sat,48.51
06/06/2021,Sun,122.76
07/06/2021,Mon,111.43
08/06/2021,Tue,109.81
09/06/2021,Wed,131.85
10/06/2021,Thu,122.88
11/06/2021,Fri,97.74
12/06/2021,Sat,63.44
13/06/2021,Sun,127.53
14/06/2021,Mon,117.23
15/06/2021,Tue,109.37
16/06/2021,Wed,104.83
17/06/2021,Thu,94.44
18/06/2021,Fri,142.32
19/06/2021,Sat,64.25
20/06/2021,Sun,95.85
21/06/2021,Mon,174.11
22/06/2021,Tue,100
23/06/2021,Wed,60.28
24/06/2021,Thu,113.04
25/06/2021,Fri,92.88
26/06/2021,Sat,73.15
27/06/2021,Sun,302.87
28/06/2021,Mon,168.47
29/06/2021,Tue,74.51
30/06/2021,Wed,133.65
01/07/2021,Thu,82.66
02/07/2021,Fri,133.09
03/07/2021,Sat,82.15
04/07/2021,Sun,160.07
05/07/2021,Mon,144.78
06/07/2021,Tue,199.58
07/07/2021,Wed,57.23
08/07/2021,Thu,67.69
09/07/2021,Fri,84.3
10/07/2021,Sat,113.6
11/07/2021,Sun,118.92
12/07/2021,Mon,144.11
13/07/2021,Tue,192.35
14/07/2021,Wed,98.68
15/07/2021,Thu,153.82
16/07/2021,Fri,140.71
17/07/2021,Sat,126.48
18/07/2021,Sun,216.59
19/07/2021,Mon,103.99
20/07/2021,Tue,130.37
21/07/2021,Wed,185.19
22/07/2021,Thu,91.1
23/07/2021,Fri,138.66
24/07/2021,Sat,89.31
25/07/2021,Sun,170.04
26/07/2021,Mon,125.45
27/07/2021,Tue,132.55
28/07/2021,Wed,152.66
29/07/2021,Thu,144.4
30/07/2021,Fri,133.44
31/07/2021,Sat,116.35
01/08/2021,Sun,125.09
02/08/2021,Mon,124.58
03/08/2021,Tue,77.81
04/08/2021,Wed,67.39
05/08/2021,Thu,179.01
06/08/2021,Fri,107.12
07/08/2021,Sat,57.9
08/08/2021,Sun,241.48
09/08/2021,Mon,134.96
10/08/2021,Tue,399.87
11/08/2021,Wed,96.07
12/08/2021,Thu,90.39
13/08/2021,Fri,101.4
14/08/2021,Sat,95.63
15/08/2021,Sun,91.76
16/08/2021,Mon,131.18
17/08/2021,Tue,113.72
18/08/2021,Wed,113.23
19/08/2021,Thu,78.58
20/08/2021,Fri,85.35
21/08/2021,Sat,70.76
22/08/2021,Sun,304.68
23/08/2021,Mon,177.96
24/08/2021,Tue,86.77
25/08/2021,Wed,74.18
26/08/2021,Thu,54.9
27/08/2021,Fri,69.52
28/08/2021,Sat,147.47
29/08/2021,Sun,105.19
30/08/2021,Mon,77.75
31/08/2021,Tue,166.77
01/09/2021,Wed,88.74
02/09/2021,Thu,72.75
03/09/2021,Fri,88.32
04/09/2021,Sat,78.8
05/09/2021,Sun,229.72
06/09/2021,Mon,222.33
07/09/2021,Tue,165.86
08/09/2021,Wed,118.66
09/09/2021,Thu,56.89
10/09/2021,Fri,72.22
11/09/2021,Sat,96.32
12/09/2021,Sun,152.3
13/09/2021,Mon,209.02
14/09/2021,Tue,135.76
15/09/2021,Wed,106.93
16/09/2021,Thu,44.76
17/09/2021,Fri,83.45
18/09/2021,Sat,63.85
19/09/2021,Sun,91.65
20/09/2021,Mon,159.31
21/09/2021,Tue,196.08
22/09/2021,Wed,98.64
23/09/2021,Thu,79.1
24/09/2021,Fri,86.86
25/09/2021,Sat,82.85
26/09/2021,Sun,108.75
27/09/2021,Mon,243.51
28/09/2021,Tue,126.3
29/09/2021,Wed,104.63
30/09/2021,Thu,142.53
01/10/2021,Fri,88.83
02/10/2021,Sat,100.28
03/10/2021,Sun,166.17
04/10/2021,Mon,148.03
05/10/2021,Tue,97.14
06/10/2021,Wed,145.53
07/10/2021,Thu,100.93
08/10/2021,Fri,96.69
09/10/2021,Sat,248.61
10/10/2021,Sun,122.3
11/10/2021,Mon,85.57
12/10/2021,Tue,90.52
13/10/2021,Wed,111.12
14/10/2021,Thu,94.34
15/10/2021,Fri,65.19
16/10/2021,Sat,86.82
17/10/2021,Sun,238.11
18/10/2021,Mon,159.77
19/10/2021,Tue,73.95
20/10/2021,Wed,59.85
21/10/2021,Thu,69.73
22/10/2021,Fri,101.73
23/10/2021,Sat,69.32
24/10/2021,Sun,185.92
25/10/2021,Mon,102.62
26/10/2021,Tue,99.45
27/10/2021,Wed,63.73
28/10/2021,Thu,90.49
29/10/2021,Fri,77.35
30/10/2021,Sat,61.28
31/10/2021,Sun,97.73
01/11/2021,Mon,136.17
02/11/2021,Tue,110.75
03/11/2021,Wed,188.57
04/11/2021,Thu,156.8
05/11/2021,Fri,211.53
06/11/2021,Sat,205.66
07/11/2021,Sun,264.34
08/11/2021,Mon,363.38
09/11/2021,Tue,149.84
10/11/2021,Wed,39
11/11/2021,Thu,65.66
12/11/2021,Fri,202.74
13/11/2021,Sat,79.21
14/11/2021,Sun,173.41
15/11/2021,Mon,107.9
16/11/2021,Tue,112.32
17/11/2021,Wed,114.88
18/11/2021,Thu,141.8
19/11/2021,Fri,120.37
20/11/2021,Sat,192.7
21/11/2021,Sun,87.77
22/11/2021,Mon,92.12
23/11/2021,Tue,98.64
24/11/2021,Wed,131.12
25/11/2021,Thu,58.34
26/11/2021,Fri,57.97
27/11/2021,Sat,44.45
28/11/2021,Sun,126.1
29/11/2021,Mon,103.8
30/11/2021,Tue,117.24
01/12/2021,Wed,108.42
02/12/2021,Thu,90.4
03/12/2021,Fri,219.57
04/12/2021,Sat,169.9
05/12/2021,Sun,173.55
06/12/2021,Mon,90.05
07/12/2021,Tue,121.78
08/12/2021,Wed,94.23
09/12/2021,Thu,59.47
10/12/2021,Fri,78.93
11/12/2021,Sat,84.96
12/12/2021,Sun,184.54
13/12/2021,Mon,214.47
14/12/2021,Tue,76.16
15/12/2021,Wed,103.8
16/12/2021,Thu,152.15
17/12/2021,Fri,130.93
18/12/2021,Sat,111.46
19/12/2021,Sun,185.69
20/12/2021,Mon,118.72
21/12/2021,Tue,164.17
22/12/2021,Wed,130.79
23/12/2021,Thu,171.54
24/12/2021,Fri,98.9
25/12/2021,Sat,203.29
26/12/2021,Sun,271.9
27/12/2021,Mon,179.41
28/12/2021,Tue,113.84
29/12/2021,Wed,84.18
30/12/2021,Thu,131.66
31/12/2021,Fri,132.09
01/01/2022,Sat,169.59
02/01/2022,Sun,157.01
03/01/2022,Mon,146.6
04/01/2022,Tue,192.08
05/01/2022,Wed,111.08
06/01/2022,Thu,235.1
07/01/2022,Fri,57.41
08/01/2022,Sat,139.45
09/01/2022,Sun,115.26
10/01/2022,Mon,120.25
11/01/2022,Tue,77.55
12/01/2022,Wed,91.97
13/01/2022,Thu,57.28
14/01/2022,Fri,73.63
15/01/2022,Sat,169.9
16/01/2022,Sun,507.73
17/01/2022,Mon,174.94
18/01/2022,Tue,77
19/01/2022,Wed,71.25
20/01/2022,Thu,72.93
21/01/2022,Fri,126.04
22/01/2022,Sat,52.51
23/01/2022,Sun,122.72
24/01/2022,Mon,273.48
25/01/2022,Tue,190.88
26/01/2022,Wed,146.78
27/01/2022,Thu,164.89
28/01/2022,Fri,129.34
29/01/2022,Sat,126.32
30/01/2022,Sun,179.99
31/01/2022,Mon,184.81
01/02/2022,Tue,143.53
02/02/2022,Wed,101.01
03/02/2022,Thu,93.56
04/02/2022,Fri,171.57
05/02/2022,Sat,111.26
06/02/2022,Sun,121.68
07/02/2022,Mon,97.27
08/02/2022,Tue,115.82
09/02/2022,Wed,83.48
10/02/2022,Thu,84.38
11/02/2022,Fri,67.68
12/02/2022,Sat,85.27
13/02/2022,Sun,155.44
14/02/2022,Mon,201.81
15/02/2022,Tue,109.46
16/02/2022,Wed,73.91
17/02/2022,Thu,107.1
18/02/2022,Fri,180.25
19/02/2022,Sat,139.8
20/02/2022,Sun,133.87
21/02/2022,Mon,114.2
22/02/2022,Tue,180.27
23/02/2022,Wed,89.64
24/02/2022,Thu,156.68
25/02/2022,Fri,161.59
26/02/2022,Sat,175.73
27/02/2022,Sun,160.39
28/02/2022,Mon,167.06
01/03/2022,Tue,188.05
02/03/2022,Wed,134.88
03/03/2022,Thu,204.82
04/03/2022,Fri,219.09
05/03/2022,Sat,212.98
06/03/2022,Sun,142.22
07/03/2022,Mon,164.7
08/03/2022,Tue,165.06
09/03/2022,Wed,142.59
10/03/2022,Thu,150.53
11/03/2022,Fri,232.96
12/03/2022,Sat,174.06
13/03/2022,Sun,352.88
14/03/2022,Mon,222.54
15/03/2022,Tue,154.33
16/03/2022,Wed,216.66
17/03/2022,Thu,137.82
18/03/2022,Fri,171.27
19/03/2022,Sat,100.89
20/03/2022,Sun,161.71
21/03/2022,Mon,239.83
22/03/2022,Tue,137.53
23/03/2022,Wed,116.56
24/03/2022,Thu,128.23
25/03/2022,Fri,209.01
26/03/2022,Sat,204.08
27/03/2022,Sun,396.7
28/03/2022,Mon,322.1
29/03/2022,Tue,193.93
30/03/2022,Wed,105.19
31/03/2022,Thu,81.85
01/04/2022,Fri,114.29
02/04/2022,Sat,160.34
03/04/2022,Sun,65.82
04/04/2022,Mon,115.67
05/04/2022,Tue,126.89
06/04/2022,Wed,168.21
07/04/2022,Thu,171.04
08/04/2022,Fri,124.74
09/04/2022,Sat,92.39
10/04/2022,Sun,324.04
11/04/2022,Mon,241.25
12/04/2022,Tue,103.12
13/04/2022,Wed,90.43
14/04/2022,Thu,142.29
15/04/2022,Fri,98.36
16/04/2022,Sat,85.21
17/04/2022,Sun,105.38
18/04/2022,Mon,93.03
19/04/2022,Tue,276.08
20/04/2022,Wed,95.07
21/04/2022,Thu,89.05
22/04/2022,Fri,148.56
23/04/2022,Sat,112.1
24/04/2022,Sun,131.87
25/04/2022,Mon,126.9
26/04/2022,Tue,130.06
27/04/2022,Wed,69.39
28/04/2022,Thu,80.21
29/04/2022,Fri,126.12
30/04/2022,Sat,281.5
01/05/2022,Sun,150.39
02/05/2022,Mon,99.33
03/05/2022,Tue,103.64
04/05/2022,Wed,123.78
05/05/2022,Thu,87.92
06/05/2022,Fri,212.5
07/05/2022,Sat,108.42
08/05/2022,Sun,307.96
09/05/2022,Mon,97.81
10/05/2022,Tue,135.75
11/05/2022,Wed,102.02
12/05/2022,Thu,144.73
13/05/2022,Fri,140
14/05/2022,Sat,130.88
15/05/2022,Sun,184.23
16/05/2022,Mon,124.37
17/05/2022,Tue,101.23
18/05/2022,Wed,97.83
19/05/2022,Thu,157.59
20/05/2022,Fri,185.12
21/05/2022,Sat,157.27
22/05/2022,Sun,247.4
23/05/2022,Mon,135.77
24/05/2022,Tue,135.79
25/05/2022,Wed,100.89
26/05/2022,Thu,132.56
27/05/2022,Fri,145.02
28/05/2022,Sat,61.72
29/05/2022,Sun,79.32
30/05/2022,Mon,82.99
31/05/2022,Tue,72.9
01/06/2022,Wed,161.66
02/06/2022,Thu,144.13
03/06/2022,Fri,163.85
04/06/2022,Sat,88.7
05/06/2022,Sun,139.95
06/06/2022,Mon,127.27
07/06/2022,Tue,167.65
08/06/2022,Wed,110.13
09/06/2022,Thu,112.11
10/06/2022,Fri,93.65
11/06/2022,Sat,80.16
12/06/2022,Sun,124.32
13/06/2022,Mon,95.37
14/06/2022,Tue,120.62
15/06/2022,Wed,140.82
16/06/2022,Thu,189.54
17/06/2022,Fri,108.29
18/06/2022,Sat,143.96
19/06/2022,Sun,184.49
20/06/2022,Mon,165.42
21/06/2022,Tue,140.11
22/06/2022,Wed,96.97
23/06/2022,Thu,96.96
24/06/2022,Fri,111.86
25/06/2022,Sat,91.56
26/06/2022,Sun,239.87
27/06/2022,Mon,140.94
28/06/2022,Tue,129.96
29/06/2022,Wed,135.33
30/06/2022,Thu,158.37
01/07/2022,Fri,177.73
02/07/2022,Sat,130.95
03/07/2022,Sun,135.95
04/07/2022,Mon,309.83
05/07/2022,Tue,116.59
06/07/2022,Wed,91.52
07/07/2022,Thu,93.67
08/07/2022,Fri,104.33
09/07/2022,Sat,104.17
10/07/2022,Sun,210.3
11/07/2022,Mon,200.3
12/07/2022,Tue,126.67
13/07/2022,Wed,52.82
14/07/2022,Thu,203.03
15/07/2022,Fri,210.77
16/07/2022,Sat,214.9
17/07/2022,Sun,195.72
18/07/2022,Mon,182.94
19/07/2022,Tue,177.18
20/07/2022,Wed,113.33
21/07/2022,Thu,132.76
22/07/2022,Fri,138.82
23/07/2022,Sat,100.99
24/07/2022,Sun,209.57
25/07/2022,Mon,120.62
26/07/2022,Tue,94.68
27/07/2022,Wed,181.99
28/07/2022,Thu,111
29/07/2022,Fri,130.23
30/07/2022,Sat,61.72
31/07/2022,Sun,118.84
01/08/2022,Mon,141.32
02/08/2022,Tue,96.66
03/08/2022,Wed,115.69
04/08/2022,Thu,78.43
05/08/2022,Fri,107.43
06/08/2022,Sat,265.44
07/08/2022,Sun,187.1
08/08/2022,Mon,227.88
09/08/2022,Tue,189.05
10/08/2022,Wed,84.3
11/08/2022,Thu,99.36
12/08/2022,Fri,48.55
13/08/2022,Sat,112.14
14/08/2022,Sun,95.08
15/08/2022,Mon,145.63
16/08/2022,Tue,103.94
17/08/2022,Wed,75.77
18/08/2022,Thu,92.67
19/08/2022,Fri,98.49
20/08/2022,Sat,49.35
21/08/2022,Sun,149.65
22/08/2022,Mon,169.02
23/08/2022,Tue,93.31
24/08/2022,Wed,137.29
25/08/2022,Thu,66.37
26/08/2022,Fri,121.88
27/08/2022,Sat,96.29
28/08/2022,Sun,138.76
29/08/2022,Mon,97.52
30/08/2022,Tue,83.23
31/08/2022,Wed,126.46
01/09/2022,Thu,75.93
02/09/2022,Fri,65.23
03/09/2022,Sat,65.72
04/09/2022,Sun,95.37
05/09/2022,Mon,158.69
06/09/2022,Tue,91.55
07/09/2022,Wed,87.66
08/09/2022,Thu,47.62
09/09/2022,Fri,66.03
10/09/2022,Sat,64.78
11/09/2022,Sun,141.95
12/09/2022,Mon,162.37
13/09/2022,Tue,95.35
14/09/2022,Wed,116.73
15/09/2022,Thu,118.58
16/09/2022,Fri,123.3
17/09/2022,Sat,125.98
18/09/2022,Sun,131.17
19/09/2022,Mon,65.09
20/09/2022,Tue,78.61
21/09/2022,Wed,70.88
22/09/2022,Thu,139.2
23/09/2022,Fri,133.87
24/09/2022,Sat,114.37
25/09/2022,Sun,127.96
26/09/2022,Mon,85.96
27/09/2022,Tue,194.98
28/09/2022,Wed,155.79
29/09/2022,Thu,93.12
30/09/2022,Fri,192.84
01/10/2022,Sat,101.92
02/10/2022,Sun,296.28
03/10/2022,Mon,146.03
04/10/2022,Tue,148.79
05/10/2022,Wed,153.24
06/10/2022,Thu,168.97
07/10/2022,Fri,139.82
08/10/2022,Sat,100.81
09/10/2022,Sun,128.12
10/10/2022,Mon,181.4
11/10/2022,Tue,155.85
12/10/2022,Wed,186.85
13/10/2022,Thu,169.02
14/10/2022,Fri,181
15/10/2022,Sat,120.5
16/10/2022,Sun,208.97
17/10/2022,Mon,129.29
18/10/2022,Tue,73.5
19/10/2022,Wed,70.78
20/10/2022,Thu,78.5
21/10/2022,Fri,107.55
22/10/2022,Sat,72.39
23/10/2022,Sun,140.17
24/10/2022,Mon,168.56
25/10/2022,Tue,105.17
26/10/2022,Wed,85.07
27/10/2022,Thu,151.15
28/10/2022,Fri,204.76
29/10/2022,Sat,87.16
30/10/2022,Sun,115.24
,,
